Title,P-ISSN,E-ISSN,Source Type,All Science Classification Codes (ASJC)
Mining Engineer,00265179,,Journal,2200;
Mining History,13662511,,Journal,1909; 1202; 1905;
Mining Report,21956529,21958378 ,Journal,2105; 1906; 1905; 2101; 1909; 
Mining Science & Technology,01679031,,Journal,2200;
Mining Science and Technology (China),16745264,,Journal,1909; 2102; 1906;
Mining Technology,00265276,,Journal,1909;
Mining Voice,10806121,,Journal,1909;
Mini-Reviews in Organic Chemistry,1570193X,,Journal,1605;
Minnesota Law Review,00265535,,Journal,3308;
Minnesota Medicine,0026556X,,Journal,2700;
Minnesota Review,00265667,,Journal,1208;
Minority nurse newsletter,10719946,,Journal,2700;
Minority Rights Group International Report,03056252,,Journal,2300; 1900;
Minos,05443733,,Journal,3310; 1203;
MIS Quarterly Executive,15401960,15401979 ,Journal,2002;
MIS Quarterly: Management Information Systems,02767783,,Journal,1404; 1802; 1710; 1706;
Miscelanea,11376368,,Journal,3316; 1208; 3310; 1203; 
Miscellanea Geographica,08676046,,Journal,1901;
Miskolc Mathematical Notes,17872405,17872413 ,Journal,2612; 2603; 2602; 2607; 2606;
Mission Studies,01689789,,Journal,1202; 1212;
Missionalia,02569507,,Journal,1212;
Mississippi Dental Association journal,00984329,,Journal,2700;
Mississippi Geology,02758555,,Journal,1900;
Mississippi Quarterly,0026637X,,Journal,3316; 1208;
Mississippi RN,00266388,,Journal,2700;
"Missouri dental journal (Jefferson City, Mo.)",08874646,,Journal,2700;
Missouri Journal of Mathematical Sciences,08996180,10852581,Journal,2600;
Missouri law review,00266604,,Journal,2700;
Missouri Medicine,00266620,,Journal,2700;
MIT Sloan Management Review,15329194,,Journal,1403; 1408; 1800; 1405;
Mitigation and Adaptation Strategies for Global Change,13812386,15731596,Journal,2303; 2306;
Mitochondrial DNA,19401736,19401744 ,Journal,2700;
MIT's technology review,10963715,,Journal,2700;
Mitsubishi Electric Advance,03865096,13453041,Journal,1708; 1712; 2207; 2208;
"Mitteilungen - Eidgenossischen Forschungsantstalt fur Wald, Schnee und Landschaft",,,Journal,2300; 1900;
"Mitteilungen - Institute für Geophysik und Meteorologie, Universitat zu Koln",,,Journal,2300; 1900;
Mitteilungen - Verbandes der Deutschen Hohlen- Und Karstforscher,05052211,,Journal,1902;
"Mitteilungen - Versuchsanstat für Wasserbau, Hydrologie und Glaziologie, ETH Zurich",03740056,,Journal,2312;
Mitteilungen der Bayerischen Staatssammlung für Palaontologie und Historische Geologie,00772070,,Journal,1911; 1907;
Mitteilungen der Osterreichischen Geographischen Gesellscaft,00299138,,Journal,1904; 3305;
"Mitteilungen der Universitat zu Koln, Institut für Geophysik und Meteorologie",00695882,,Journal,1902;
Mitteilungen des Deutschen Archaologischen Instituts - Abteilung Kairo,03421279,,Journal,3302; 1204;
Mitteilungen des Deutschen Archaologischen Instituts - Athenische Abteilung,03421295,,Journal,3302; 1204;
Mitteilungen des Deutschen Archaologischen Instituts - Romische Abteilung,03421287,,Journal,3302; 1204;
Mitteilungen des Deutschen Archaologischen Instituts Abteilung Istanbul,03419142,,Journal,3302; 1204;
Mitteilungen des Deutschen Archaologischen Instituts. Abteilung Madrid,04189744,,Journal,3302; 1204;
Mitteilungen des Deutschen Archaologischen Instituts. Orient Abteilung - Baghdad,04189698,,Journal,3302; 1204;
Mitteilungen des Kunsthistorischen Institutes in Florenz,03421201,,Journal,1202; 1213;
Mitteilungen zur Christlichen Archaologie,10256555,18142036 ,Journal,3302; 1213; 1204;
"MLN, Modern Language Notes",00267910,10806598,Journal,1208; 3310; 1203;
MM Science Journal,18031269,18050476,Journal,2203; 2208; 2209; 2210; 
MMW Fortschritte der Medizin,14383276,,Journal,2700;
MMW. Munchener medizinische Wochenschrift,03413098,,Journal,2700;
MMWR. CDC surveillance summaries : Morbidity and mortality weekly report. CDC surveillance summaries / Centers for Disease Control,08923787,,Journal,2700;
MMWR. Morbidity and mortality weekly report,01492195,1545861X,Journal,2700;
MMWR. Recommendations and reports : Morbidity and mortality weekly report. Recommendations and reports / Centers for Disease Control,10575987,15458601,Journal,2700;
MMWR. Surveillance summaries : Morbidity and mortality weekly report. Surveillance summaries / CDC,15460738,15458636,Journal,2700;
Mnemosyne,00267074,1568525X ,Journal,3310; 1203; 1202; 1205; 1208; 1204;
Mobile Information Systems,1574017X,,Journal,1706; 1705;
Mobile Networks and Applications,1383469X,15728153,Journal,1708; 1712; 1705; 1710;
Mobilities,17450101,1745011X ,Journal,3317; 3312; 3305;
Mobilization,1086671X,,Journal,3313;
Mobius,02723425,,Journal,2700;
Mocaxue Xuebao/Tribology,10040595,,Journal,2505; 2508; 2211; 2210;
MOCT-MOST: Economic Policy in Transitional Economics,,,Journal,2300; 1900;
Modal analysis,10660763,,Journal,2200;
Model Assisted Statistics and Applications,15741699,,Journal,2611; 2604; 2613;
"Modeling, Identification and Control",03327353,,Journal,2207; 1709;
Modelling and Simulation in Engineering,16875591,16875605 ,Journal,2611; 2200; 1706;
Modelling and Simulation in Materials Science and Engineering,09650393,1361651X,Journal,2211; 2611; 2500; 1706; 3104;
"Modelling, Measurement & Control D: Manufacturing, Management, Human & Socio-Economic Problems",12404551,,Journal,1712; 2604; 2209;
"Modelling, Measurement and Control A",12595985,,Journal,2611; 1706; 2208; 3104;
"Modelling, Measurement and Control B",12595969,,Journal,2611; 2210; 1706; 3104;
"Modelling, Measurement and Control C",12595977,,Journal,2300; 2611; 1600; 1706;
"Modelling, simulation & control. B",07612516,,Journal,2200;
Modern and Contemporary France,09639489,14699869,Journal,3300;
Modern Asian Studies,0026749X,14698099,Journal,3312; 3305;
Modern Austrian Literature,00267503,,Journal,3316; 1208;
Modern China,00977004,,Journal,3312; 3305;
Modern Chinese Literature and Culture,15209857,,Journal,3316; 1208; 
Modern Drama,00267694,,Journal,1208;
Modern Geology,00267775,,Journal,1900;
Modern Healthcare,01607480,,Journal,2700;
Modern healthcare. [Short-term care ed.],00937061,,Journal,2700;
Modern hospital,0026783X,,Journal,2700;
Modern Intellectual History,14792443,14792451 ,Journal,3316; 3312; 1202; 1211; 
Modern Italy,13532944,14699877,Journal,3316; 3312; 3314; 1202;
Modern Judaism,02761114,10863273 ,Journal,1202; 1212; 3320; 3312; 3316;
Modern Language Journal,00267902,,Journal,3310; 1203;
Modern Language Quarterly,00267929,,Journal,1208;
Modern Language Review,00267937,,Journal,3310; 1203; 1208;
Modern Law Review,00267961,14682230 ,Journal,2700;
Modern Machine Shop,00268003,,Journal,2210;
Modern Medicine of Australia,0312875X,,Journal,2700;
Modern midwife,0963276X,,Journal,2700;
Modern Paint and Coatings,00987786,,Journal,1500;
Modern Pathology,08933952,15300285,Journal,2734;
Modern Philology,00268232,15456951 ,Journal,3310; 1203; 1208; 3316;
Modern Physics Letters A,02177323,,Journal,3103; 3106;
Modern Physics Letters B,02179849,,Journal,3109; 3104;
Modern Power Systems,02607840,,Journal,2700;
Modern Problems in Ophthalmology,00770078,,Journal,2700;
Modern Quaternary Research in Southeast Asia,01686151,,Journal,2300; 1900;
Modern Railroads,07362064,,Journal,2200;
Modern Rheumatology,14397595,14397609,Journal,2745;
Modern Schoolman,00268402,,Journal,1211;
Modern Theology,02667177,14680025,Journal,1212; 
Modern Tunnelling Technology,10096582,,Journal,2205; 
Moderna Sprak,00268577,,Journal,3310; 1203;
Modernism/Modernity,10716068,,Journal,1202; 1213; 3312; 1208; 1210; 3316;
Mokuzai Gakkaishi/Journal of the Japan Wood Research Society,00214795,,Journal,1500;
Molding Systems,15202585,,Journal,2505; 2507; 2209;
Molecular Crystals and Liquid Crystals,15421406,15435318,Journal,2500; 1600; 3104;
Molecular Crystals and Liquid Crystals Science and Technology Section B: Nonlinear Optics,10587268,,Journal,2207; 3104;
"Molecular Crystals and Liquid Crystals Science and Technology, Section A: Molecular Crystals and Liquid Crystals",1058725X,,Journal,3104;
Molecular Diagnosis,10848592,,Journal,2700;
Molecular genetic medicine,10572805,,Journal,2700;
Molecular Imaging and Biology,15361632,,Journal,2700;
Molecular pathology : MP,13668714,14724154 ,Journal,2734;
Molecular Simulation,08927022,10290435,Journal,2611; 2500; 1500; 1600; 1710; 3104;
Molecular Urology,10915362,,Journal,2748;
Molecular Vision,10900535,,Journal,2731;
Molecules,14203049,,Journal,1605;
Molekuliarna meditsina = Molecular medicine / Nauchno sdruzhenie 'Molekuliarna meditsina',13107798,,Journal,2700;
"Molekuliarnaia genetika, mikrobiologiia i virusologiia",02080613,,Journal,2700;
Monaldi Archives for Chest Disease,11220643,,Journal,2740; 2705;
Monash bioethics review,13212753,,Journal,2700;
Monatshefte für Chemie,00269247,14344475,Journal,1600;
Monatshefte für Chemie und verwandte Teile anderer Wissenschaften,03437329,,Journal,1600;
Monatshefte für Mathematik,00269255,14365081,Journal,2600;
Monatshefte für Veterinarmedizin,00269263,,Journal,2700;
Monatsschrift deutscher Zahnarzte: der freie Zahnarzt,00477842,,Journal,2700;
Monatsschrift für Kinderheilkunde,00269298,14330474,Journal,2735; 2746;
Monatsschrift fur Kriminologie und Strafrechtsreform,00269301,,Journal,3308; 
Monatsschrift für Psychiatrie und Neurologie,03691519,,Journal,2700;
Monatsschrift für Unfallheilkunde und Versicherungsmedizin,03735222,,Journal,2700;
"Monatsschrift fur Unfallheilkunde, Versicherungs-, Versorgungs- und Verkehrsmedizin",00269336,,Journal,2700;
Monde Arabe: Maghreb-Machrek,12415294,,Journal,2300; 1900;
Mondes En Developpement,03023052,17821444,Journal,3303; 2002;
Mondo Digitale,1720898X,,Journal,2214; 1710; 1706;
Mondo ortodontico,03912000,,Journal,3505;
Monitore ostetrico-ginecologico,,,Journal,2700;
Monitore ostetrico-ginecologico di endocrinologia e del metabolismo,,,Journal,2700;
Monografias de Dermatologia,02144220,,Journal,2708;
Monograph Series - Australasian Institute of Mining and Metallurgy,01553399,,Journal,1909; 2101;
Monographs in allergy,00770760,,Journal,2700;
Monographs in clinical cytology,00770809,,Journal,2700;
Monographs in oral science,00770892,,Journal,3500;
Monographs in paediatrics,00770914,,Journal,2700;
Monographs in pathology,00770922,,Journal,2700;
Monographs of the American Association on Mental Deficiency,00987123,,Journal,2700;
Monographs of the American Association on Mental Retardation,08958009,,Journal,2700;
Monographs of the Society for Research in Child Development,0037976X,15405834,Journal,3204;
Monte Carlo Methods and Applications,09299629,,Journal,2613; 2604;
Monthly Labor Review,00981818,,Journal,1407; 1408; 1405;
Monthly Notices of the Royal Astronomical Society,00358711,13652966,Journal,3103; 1912;
Monthly Notices of the Royal Astronomical Society: Letters,17453933,,Journal,1912; 3103; 
Monthly Review,00270520,,Journal,3318; 3312; 2308; 3305;
Monthly vital statistics report,03640396,,Journal,2700;
Monthly Weather Review,00270644,15200493,Journal,1902;
Monumenta Nipponica,00270741,18801390 ,Journal,1202; 3316; 3314;
Monumenta Serica,02549948,20571690,Journal,3316; 1208; 1212; 1202; 1211; 
Moravian Geographical Reports,12108812,,Journal,1900; 3305;
Moreana,00478105,,Journal,1202; 1212; 3308;
"Morfologiia (Saint Petersburg, Russia)",10263543,,Journal,2734; 2722;
Morphologie,12860115,,Journal,2702;
Morphologie et embryologie,03775038,15824926,Journal,2700;
Morphology,18715621,18715656,Journal,1203;
Mortality,13576275,,Journal,3306; 1212; 1211;
Mosaic,00271276,,Journal,1208;
Moscow Mathematical Journal,16093321,16094514 ,Journal,2600;
Moscow Univ Mech Bull,00271330,,Journal,2211; 2210;
Moscow University Chemistry Bulletin,00271314,,Journal,1600;
Moscow University Computational Mathematics and Cybernetics,02786419,,Journal,2605; 1709; 2606;
Moscow University Geology Bulletin,01458752,19348436 ,Journal,1900; 
Moscow University Mathematics Bulletin,00271322,19348444,Journal,2600; 
"Moscow University Physics Bulletin (English Translation of Vestnik Moskovskogo Universiteta, Fizika)",00271349,,Journal,2200;
Moshi Shibie yu Rengong Zhineng/Pattern Recognition and Artificial Intelligence,10036059,,Journal,1702; 1712; 1707;
Mosquito News,0027142X,,Journal,2300; 1900;
Most,11207388,15737063,Journal,3305;
Motivation and Emotion,01467239,15736644,Journal,3207; 3205;
Motor Control,10871640,15432696,Journal,2728; 2737; 3612;
Motricidade,1646107X,,Journal,3612; 2732;
Motricite Cerebrale Readaptation Neurologie du Developpement,02455919,,Journal,2728; 2742;
Motriz. Revista de Educacao Fisica,14159805,19806574 ,Journal,2700; 3306;
Mount Sinai Journal of Medicine,00272507,,Journal,2700;
Mountain Geologist,0027254X,,Journal,1907;
Mountain Research and Development,02764741,,Journal,2300; 2304;
Mouth (American Student Dental Association),15295044,,Journal,2700;
Mouvement Social,00272671,,Journal,1202; 3312;
Movimento,0104754X,19828918,Journal,3304;
Moyen Age,00272841,,Journal,3310; 1203; 1202; 1208;
Moyen Francais,02260174,,Journal,3310; 1203; 1208;
MPR-online,14328534,,Journal,3200;
MPS. Medical products salesman,0192432X,,Journal,2700;
MPT Metallurgical Plant and Technology,01714511,,Journal,2200;
MRS Bulletin,08837694,,Journal,2500; 1606; 3104;
MRS Communications,21596859,21596867 ,Journal,2500; 
MRS Internet Journal of Nitride Semiconductor Research,10925783,,Journal,2500;
MSDA journal : journal of the Maryland State Dental Association,00254355,,Journal,2700;
MSI,15337758,,Journal,2209;
MSMR,21580111,21528217 ,Journal,2700; 
"MSR, Messen, Steuern, Regeln",,,Journal,2200;
MSW Management,10537899,,Journal,2310; 2311;
Muanyag Es Gumi/Plastics and Rubber,00272914,,Journal,2507;
Mullard Tech Commun,00273139,,Journal,2200;
Multiagent and Grid Systems,15741702,,Journal,1700;
Multibody System Dynamics,13845640,1573272X,Journal,2606; 2611; 2210; 1706; 2202;
Multicultural Education,10683844,,Journal,3304; 3310; 3316;
Multicultural Education and Technology Journal,1750497X,,Journal,3304;
Multicultural Perspectives,15210960,15327892 ,Journal,3316;
Multidimensional Systems and Signal Processing,09236082,15730824,Journal,1702; 1708; 1712; 1711; 2604; 1710; 1706;
Multidisciplinary Respiratory Medicine,1828695X,,Journal,2740;
Multidiscipline Modeling in Materials and Structures,15736105,15736113,Journal,2211; 2611; 2500; 2210;
Multilingua,01678507,16133684,Journal,3310; 1203; 3315;
Multimedia Systems,09424962,,Journal,1708; 2214; 1712; 1705; 1710;
Multimedia Tools and Applications,13807501,14321882,Journal,1708; 2214; 1712; 1705;
Multinational Business Review,1525383X,,Journal,1400; 
Multiphase Science and Technology,02761459,,Journal,2611; 2200; 3104;
MULTIs,07491611,,Journal,2700;
Multiscale Modeling and Simulation,15403459,,Journal,3100; 2611; 1600; 2302; 1706;
Multisensory research,22134794,22134808 ,Journal,2700; 
Multitudes,02920107,17775841 ,Journal,3312; 1211;
Multivariate Behavioral Research,00273171,15327906,Journal,3205; 2613;
Multivariate Experimental Clinical Research,01473964,,Journal,2738;
Munca sanitara,0027318X,,Journal,2700;
Munchener Geographische Abhandlungen,0343706X,,Journal,2300; 1900;
"Munchener Geographische Abhandlungen, Reihe B",09323147,,Journal,2300; 1900;
Munchener Geographische Hefte,05801443,,Journal,1900; 3305;
Munchener Medizinische Wochenschrift,00272973,,Journal,2700;
"Mund-, Kiefer- und Gesichtschirurgie : MKG",14329417,14343940,Journal,3504; 2733;
Munibe Antropologia-Arkeologia,11322217,21724555 ,Journal,3314; 3302; 1204; 
Municipal Engineer,0263788X,,Journal,2200;
Muqarnas,07322992,,Journal,1202; 1213; 3316;
Muscle & nerve. Supplement,,,Journal,2700;
"Muscles, Ligaments and Tendons Journal",22404554,,Journal,2732; 
Musculoskeletal care,14782189,,Journal,2742; 2732; 2901; 2745; 3602; 3612;
Musculoskeletal Surgery,20355106,20355114 ,Journal,2700;
Museon,07716494,1783158X ,Journal,3310; 1203; 1202; 1212; 1208;
Museum Anthropology,08928339,15481379 ,Journal,1209; 3314; 
Museum International,13500775,14680033,Journal,1206; 1209;
Museum Management and Curatorship,02604779,,Journal,1403; 1409;
Museum Management and Curatorship,09647775,18729185,Journal,1403; 1409; 1213;
Museum News,00274089,,Journal,1206; 1209;
Museum Studies,00693235,,Journal,1206; 1209;
Music Analysis,02625245,14682249 ,Journal,1210;
Music and Letters,00274224,14774631 ,Journal,1210;
Music Education Research,14613808,14699893,Journal,1210; 3304;
Music Perception,07307829,,Journal,1210;
Music Reference Services Quarterly,10588167,,Journal,3309; 1210;
Music Theory Spectrum,01956167,15338339 ,Journal,1210;
Music Therapy Perspectives,07346875,,Journal,2707; 1210; 3202; 
Musica Hodie,16763939,,Journal,1210;
Musicae Scientiae,10298649,,Journal,3205; 1210;
Musical Quarterly,00274631,17418399 ,Journal,1210;
Musical Times,00274666,,Journal,1210;
Musicology Australia,08145857,1949453X ,Journal,1210;
Musik in Bayern,0937583X,,Journal,1210;
Musik und Asthetik,14329425,,Journal,1210; 3316;
Musik und Kirche,00274771,,Journal,1210;
Musikforschung,00274801,,Journal,1210;
MusikTheorie,01774182,,Journal,1210;
Muslim World Journal of Human Rights,15544419,,Journal,3320; 3312; 3308;
Mutatis Mutandis,2011799X,,Journal,3310; 1203; 
Muttersprache,0027514X,,Journal,3310; 1203;
Müvészettörténeti Értesítö ,00275247,15882802 ,Journal,1213; 1202;
Muzikoloski Zbornik,0580373X,,Journal,1210; 
